Name,SiteID,RoundDate,Streamflow,Turbidity,Temperature
CAMPASPE @ REDESDALE,406213,06,0.44,2.8,8.1
AXE @ LONGLEA,406214,07,4.12,16.8,7.4
AXE @ LONGLEA,406214,08,11.11,13.9,8.9
AXE @ LONGLEA,406214,09,1.4,17.8,13.2
AXE @ LONGLEA,406214,10,2.95,8,16.7
AXE @ LONGLEA,406214,11,1.2,5.3,22.2
AXE @ LONGLEA,406214,12,3.52,16.7,25
AXE @ LONGLEA,406214,01,0,12.9,23.5
AXE @ LONGLEA,406214,02,0,20.7,21.3
COLIBAN RV LYAL (WQ),406215,07,20.32,4.8,7.9
COLIBAN RV LYAL (WQ),406215,08,23.89,6.5,11.4
COLIBAN RV LYAL (WQ),406215,09,21.33,8.3,9.8
COLIBAN RV LYAL (WQ),406215,10,18.51,15,17.2
COLIBAN RV LYAL (WQ),406215,11,13.56,9.3,18.5
COLIBAN RV LYAL (WQ),406215,12,7.52,9.7,19.6
COLIBAN RV LYAL (WQ),406215,01,0.09,14.7,25.5
COLIBAN RV LYAL (WQ),406215,02,0,9,21.2
COLIBAN RV LYAL (WQ),406215,05,3.42,6.1,10
COLIBAN RV LYAL (WQ),406215,06,5.14,4.8,7.9
WILD DUCK CREEK,406235,07,7.53,3.3,7.9
WILD DUCK CREEK,406235,08,11.62,7.1,12.2
WILD DUCK CREEK,406235,09,5.13,7.9,10.1
WILD DUCK CREEK,406235,10,5.49,18.6,15.9
WILD DUCK CREEK,406235,11,0.41,3.1,17.6
WILD DUCK CREEK,406235,12,2.38,6.2,23.2
MULLERS @ MURRAY HWY,406263,07,0,156,8
MULLERS @ MURRAY HWY,406263,08,0,191,9.4
MULLERS @ MURRAY HWY,406263,09,0,211,14.9
MULLERS @ MURRAY HWY,406263,10,0,252,16.5
MULLERS @ MURRAY HWY,406263,11,0,137,18.5
MULLERS @ MURRAY HWY,406263,12,0.01,107,21.5
MULLERS @ MURRAY HWY,406263,01,0,60.6,22.3
MULLERS @ MURRAY HWY,406263,02,0,48.6,23.4
MULLERS @ MURRAY HWY,406263,03,0,29.5,24.7
MULLERS @ MURRAY HWY,406263,04,0,91,19.6
MULLERS @ MURRAY HWY,406263,05,0,49.4,17.4
MULLERS @ MURRAY HWY,406263,06,0,17,10.4
DEAKIN MAIN ECHUCA,406704,07,3.07,109,8.2
DEAKIN MAIN ECHUCA,406704,08,9.74,53.9,8
DEAKIN MAIN ECHUCA,406704,09,15.42,168,13.6
DEAKIN MAIN ECHUCA,406704,10,17,155,13.2
DEAKIN MAIN ECHUCA,406704,11,7.73,56.8,23.6
DEAKIN MAIN ECHUCA,406704,12,9.85,37.9,19.6
DEAKIN MAIN ECHUCA,406704,01,3.48,48.4,26.7
DEAKIN MAIN ECHUCA,406704,02,0.69,32.2,29.1
DEAKIN MAIN ECHUCA,406704,03,0.27,57.9,29.1
DEAKIN MAIN ECHUCA,406704,04,1.9,32.2,17.7
DEAKIN MAIN ECHUCA,406704,05,4.15,37.2,15.5
DEAKIN MAIN ECHUCA,406704,06,1.05,62.2,7.8
MOSQUITO @ CURR ROAD,406756,07,0.08,84,3.9
MOSQUITO @ CURR ROAD,406756,08,0.92,401,11.3
MOSQUITO @ CURR ROAD,406756,09,1.37,391,12.5
MOSQUITO @ CURR ROAD,406756,10,4.29,192,16.5
MOSQUITO @ CURR ROAD,406756,11,0.53,70,21.1
MOSQUITO @ CURR ROAD,406756,12,4.62,132,21.4
MOSQUITO @ CURR ROAD,406756,01,1.68,247,15.3
MOSQUITO @ CURR ROAD,406756,02,0.52,233,28
MOSQUITO @ CURR ROAD,406756,03,0.85,276,18.1
MOSQUITO @ CURR ROAD,406756,04,0.43,161,24.4
MOSQUITO @ CURR ROAD,406756,05,1.01,113,9.7
MOSQUITO @ CURR ROAD,406756,06,0.08,34,9
BAMAWM DR RICHARDSON,406758,07,0,46.4,8.2
BAMAWM DR RICHARDSON,406758,08,1.32,18.1,10.5
BAMAWM DR RICHARDSON,406758,09,9.33,118,14.7
BAMAWM DR RICHARDSON,406758,10,10.98,167,15.9
BAMAWM DR RICHARDSON,406758,11,0.77,53.8,21.6
BAMAWM DR RICHARDSON,406758,12,3.11,103,22
BAMAWM DR RICHARDSON,406758,01,0,32,23.2
BAMAWM DR RICHARDSON,406758,02,0,58.6,24.2
BAMAWM DR RICHARDSON,406758,03,0,36.3,27.3
BAMAWM DR RICHARDSON,406758,04,0,102,17.5
BAMAWM DR RICHARDSON,406758,05,0.72,37.6,15.9
BAMAWM DR RICHARDSON,406758,06,0.06,34.2,9.6
LODDON @ KERANG,407202,07,359.57,66.3,8.7
LODDON @ KERANG,407202,08,302.79,119,8.7
LODDON @ KERANG,407202,09,177.42,106,13.6
LODDON @ KERANG,407202,10,387.77,81.5,16.9
LODDON @ KERANG,407202,11,289.29,154,20
LODDON @ KERANG,407202,12,151.59,142,25
LODDON @ KERANG,407202,01,148.51,184,22.6
LODDON @ KERANG,407202,02,162.05,165,26
LODDON @ KERANG,407202,03,210.65,117,22.3
LODDON @ KERANG,407202,04,172.45,128,19.5
LODDON @ KERANG,407202,05,374.97,60,15.3
LODDON @ KERANG,407202,06,366.46,58.9,10.6
LODDON @ LAANECOORIE,407203,07,114.68,24.5,9.5
LODDON @ LAANECOORIE,407203,08,163.21,27.8,13.2
LODDON @ LAANECOORIE,407203,09,396.65,80.4,14.1
LODDON @ LAANECOORIE,407203,10,233.49,34,19.4
LODDON @ LAANECOORIE,407203,11,85.98,44.8,24
LODDON @ LAANECOORIE,407203,12,66.17,54.1,23.6
LODDON @ LAANECOORIE,407203,01,81.02,30,21.4
LODDON @ LAANECOORIE,407203,02,177.47,37.1,23
LODDON @ LAANECOORIE,407203,03,230.12,33.7,19.9
LODDON @ LAANECOORIE,407203,04,164.67,19.7,19.8
LODDON @ LAANECOORIE,407203,05,84.59,6.1,12
LODDON @ LAANECOORIE,407203,06,66.46,4.3,8.2
LODDON @ APPIN STH,407205,07,84.85,26.8,7.1
LODDON @ APPIN STH,407205,08,97.08,33.7,7.1
LODDON @ APPIN STH,407205,09,86.9,101,11.2
LODDON @ APPIN STH,407205,10,206.53,104,14.7
LODDON @ APPIN STH,407205,11,132.5,130,19.1
LODDON @ APPIN STH,407205,12,54.28,128,22.6
LODDON @ APPIN STH,407205,01,52.03,115,20.3
LODDON @ APPIN STH,407205,02,62.97,139,25
LODDON @ APPIN STH,407205,03,54.38,47.5,19.9
LODDON @ APPIN STH,407205,04,40.09,81.1,16.2
LODDON @ APPIN STH,407205,05,65.07,77.3,13.2
LODDON @ APPIN STH,407205,06,66.21,75.7,9.8
GUNBOWER @ KOONDROOK,407209,07,0,10.9,8.3
GUNBOWER @ KOONDROOK,407209,08,0,15.7,8.7
GUNBOWER @ KOONDROOK,407209,09,0,16.6,14
GUNBOWER @ KOONDROOK,407209,10,0,25.8,16.9
GUNBOWER @ KOONDROOK,407209,11,0,37.1,21.2
GUNBOWER @ KOONDROOK,407209,12,0,30.5,25.1
GUNBOWER @ KOONDROOK,407209,01,0,21.3,23.2
GUNBOWER @ KOONDROOK,407209,02,0,16.2,26.5
GUNBOWER @ KOONDROOK,407209,03,0,14.4,23.1
GUNBOWER @ KOONDROOK,407209,04,0,11.7,20.2
GUNBOWER @ KOONDROOK,407209,05,0,15.4,15.5
GUNBOWER @ KOONDROOK,407209,06,0,24.6,11
CRESWICK @ CLUNES,407214,07,3.8,9.1,6.1
CRESWICK @ CLUNES,407214,08,2.94,4.9,7.9
CRESWICK @ CLUNES,407214,09,2.98,7.4,10.6
CRESWICK @ CLUNES,407214,10,4.09,3.1,17.5
CRESWICK @ CLUNES,407214,11,0.31,4.4,16.2
CRESWICK @ CLUNES,407214,12,0.23,5.7,18
CRESWICK @ CLUNES,407214,01,0.15,3.9,22.6
CRESWICK @ CLUNES,407214,02,0.32,5.7,20.8
CRESWICK @ CLUNES,407214,03,0.47,5.7,18.3
CRESWICK @ CLUNES,407214,04,0.11,2.8,15.4
CRESWICK @ CLUNES,407214,05,0.29,8.3,14.7
CRESWICK @ CLUNES,407214,06,0.2,2,9.2
LODDON @ NEWSTEAD,407215,07,32.78,16,8.9
LODDON @ NEWSTEAD,407215,08,35.72,11.9,10.8
LODDON @ NEWSTEAD,407215,09,33.13,11.2,13.2
LODDON @ NEWSTEAD,407215,10,32.41,11.3,16.7
LODDON @ NEWSTEAD,407215,11,8.16,5.3,22
LODDON @ NEWSTEAD,407215,12,7.01,21.3,21
LODDON @ NEWSTEAD,407215,01,0.14,29.7,20.1
LODDON @ NEWSTEAD,407215,02,0.47,22.2,19.7
LODDON @ NEWSTEAD,407215,03,0,40.4,15.9
LODDON @ NEWSTEAD,407215,04,0.43,10.3,16.3
LODDON @ NEWSTEAD,407215,05,3.35,7.3,6.6
LODDON @ NEWSTEAD,407215,06,4.79,12.4,7.5
LODDON @ SERP. WEIR,407229,07,105.83,9.7,7.6
LODDON @ SERP. WEIR,407229,08,149.68,13.4,8.1
LODDON @ SERP. WEIR,407229,09,340.49,8.7,13.1
LODDON @ SERP. WEIR,407229,10,207.29,19.4,15
LODDON @ SERP. WEIR,407229,11,63.4,7,20
LODDON @ SERP. WEIR,407229,12,32.65,4,24.2
LODDON @ SERP. WEIR,407229,01,26.78,4.6,21.5
LODDON @ SERP. WEIR,407229,02,97.78,9,26
LODDON @ SERP. WEIR,407229,03,152.72,7.5,22.3
LODDON @ SERP. WEIR,407229,04,133.22,6.5,18.9
LODDON @ SERP. WEIR,407229,05,59.4,10.5,14.8
LODDON @ SERP. WEIR,407229,06,52.78,5.4,9.8
BARR @ CAPELS FLUME,407252,07,6.14,6.4,8
BARR @ CAPELS FLUME,407252,08,12.65,12.7,9.7
BARR @ CAPELS FLUME,407252,09,27.37,13.6,13.5
BARR @ CAPELS FLUME,407252,10,0,82.8,19.1
BARR @ CAPELS FLUME,407252,11,0,113,22.3
BARR @ CAPELS FLUME,407252,12,6.89,32,25.9
BARR @ CAPELS FLUME,407252,01,2.28,71.6,23.3
BARR @ CAPELS FLUME,407252,02,0,71.2,28
BARR @ CAPELS FLUME,407252,03,0,87.8,23
BARR @ CAPELS FLUME,407252,04,18.95,72.9,16.8
BARR @ CAPELS FLUME,407252,05,18.15,79.4,15.8
BARR @ CAPELS FLUME,407252,06,0,16.6,11.3
BENDIGO @ HUNTLY,407255,07,49.9,16.8,9.4
BENDIGO @ HUNTLY,407255,08,55.93,7.8,12
BENDIGO @ HUNTLY,407255,09,19.91,12.2,12.6
BENDIGO @ HUNTLY,407255,10,0,8,17.6
BENDIGO @ HUNTLY,407255,11,30.63,10.2,20.1
BENDIGO @ HUNTLY,407255,12,41.31,16.8,21
BENDIGO @ HUNTLY,407255,01,9.95,21.8,24.5
BENDIGO @ HUNTLY,407255,02,6,24.3,17.2
BENDIGO @ HUNTLY,407255,03,8.73,15,22.9
BENDIGO @ HUNTLY,407255,04,20.18,10.7,15
BENDIGO @ HUNTLY,407255,05,12.17,8.5,12.4
BENDIGO @ HUNTLY,407255,06,43.67,25.8,9.9
LOCKING.MD.@ MURPHY,407712,09,7.68,145,16.1
LOCKING.MD.@ MURPHY,407712,10,8.05,137,16.5
LOCKING.MD.@ MURPHY,407712,11,1.94,41.4,22.4
LOCKING.MD.@ MURPHY,407712,12,7.26,37.1,19.6
LOCKING.MD.@ MURPHY,407712,01,0.69,20.6,23.1
LOCKING.MD.@ MURPHY,407712,02,1.15,40.3,26.3
LOCKING.MD.@ MURPHY,407712,03,0.58,110,28
LOCKING.MD.@ MURPHY,407712,04,0.28,187,14.6
LOCKING.MD.@ MURPHY,407712,05,1.12,91.7,17.4
LOCKING.MD.@ MURPHY,407712,06,0.19,224,14
AVOCA R @ COONOOER,408200,07,4.91,15.7,8.7
AVOCA R @ COONOOER,408200,08,4.93,9.3,11.5
AVOCA R @ COONOOER,408200,09,4.89,5.4,13.2
AVOCA R @ COONOOER,408200,10,1.95,17,16.9
AVOCA R @ COONOOER,408200,11,0.22,8,16.9
AVOCA R @ COONOOER,408200,12,0.51,15.5,19.4
AVOCA R @ COONOOER,408200,01,0,115,21.3
AVOCA R @ COONOOER,408200,02,0,39.8,17.5
AVOCA R @ COONOOER,408200,03,0,37.3,17
AVOCA R @ COONOOER,408200,04,0,21.2,17.5
AVOCA R @ COONOOER,408200,05,0,21.8,9
AVOCA R @ COONOOER,408200,06,0,16.4,8.2
AVOCA @ AMPHITHEATRE,408202,07,1.07,8.5,6
AVOCA @ AMPHITHEATRE,408202,08,1,11.1,6.2
AVOCA @ AMPHITHEATRE,408202,09,0.73,8.1,10.8
AVOCA @ AMPHITHEATRE,408202,10,0.35,7.4,13.8
AVOCA @ AMPHITHEATRE,408202,11,0,3.8,16
AVOCA @ AMPHITHEATRE,408202,12,0,3.9,19.9
AVOCA @ AMPHITHEATRE,408202,01,0,4.2,21
AVOCA @ AMPHITHEATRE,408202,02,0,5.2,21.2
AVOCA @ AMPHITHEATRE,408202,03,0,15.8,21.2
AVOCA @ AMPHITHEATRE,408202,04,0,5.6,14
AVOCA @ AMPHITHEATRE,408202,05,0,15.1,10.1
AVOCA @ AMPHITHEATRE,408202,06,0,41.2,6.1
MURRAY @ SWAN HILL,409204,07,7895.19,27,10
MURRAY @ SWAN HILL,409204,08,4125.39,23.1,14.6
MURRAY @ SWAN HILL,409204,09,4236.01,37.1,16.5
MURRAY @ SWAN HILL,409204,10,12602.43,61.5,20.4
MURRAY @ SWAN HILL,409204,11,9238.05,55,23.6
MURRAY @ SWAN HILL,409204,12,9045.29,51.9,26.7
MURRAY @ SWAN HILL,409204,01,5675.68,65.4,28.1
MURRAY @ SWAN HILL,409204,02,5648.78,33.6,26.7
MURRAY @ SWAN HILL,409204,03,6151.2,29.4,26.4
MURRAY @ SWAN HILL,409204,04,5418.43,52.9,20.5
MURRAY @ SWAN HILL,409204,05,5545.99,21.1,16.9
MURRAY @ SWAN HILL,409204,06,4257.1,23.4,11.5
TORRUMBARRY,409207,07,7725.51,19.3,10.4
TORRUMBARRY,409207,08,4584.95,16.6,13.4
TORRUMBARRY,409207,09,5380.92,33.9,16
TORRUMBARRY,409207,10,12753.5,34.3,20.5
TORRUMBARRY,409207,11,9454.64,40.8,23.7
TORRUMBARRY,409207,12,8670.57,33,27.3
TORRUMBARRY,409207,01,5965.57,30.6,26.8
TORRUMBARRY,409207,02,6034.96,17.6,27.5
TORRUMBARRY,409207,03,6949.31,22.2,26
TORRUMBARRY,409207,04,5492.06,15.1,20.6
TORRUMBARRY,409207,05,5168.41,22.1,17.3
TORRUMBARRY,409207,06,3935.03,15.2,12
MULLAROO @ LOCK 7,414211,07,711.82,111,10.6
MULLAROO @ LOCK 7,414211,08,652.24,30.8,11.1
MULLAROO @ LOCK 7,414211,09,791.02,38.9,17.3
MULLAROO @ LOCK 7,414211,10,1204.29,70,19
MULLAROO @ LOCK 7,414211,11,1187.29,48.2,22.6
MULLAROO @ LOCK 7,414211,12,968.13,27.6,26.1
MULLAROO @ LOCK 7,414211,01,643.05,17.2,26.6
MULLAROO @ LOCK 7,414211,02,620.54,24.1,28.4
MULLAROO @ LOCK 7,414211,03,618.07,21.1,25.1
MULLAROO @ LOCK 7,414211,04,636.68,15.1,20.5
MULLAROO @ LOCK 7,414211,05,651.57,30,16.9
MULLAROO @ LOCK 7,414211,06,625.91,50.9,10.7
WIMMERA @ HORSHAM,415200,07,0,18.7,7.6
WIMMERA @ HORSHAM,415200,08,0,28,8.8
WIMMERA @ HORSHAM,415200,09,18.52,32.5,13.1
WIMMERA @ HORSHAM,415200,10,11.31,23.9,14.6
WIMMERA @ HORSHAM,415200,11,97.6,27.5,20.3
WIMMERA @ HORSHAM,415200,12,64.67,25.7,23.4
WIMMERA @ HORSHAM,415200,01,3.77,20.5,21.9
WIMMERA @ HORSHAM,415200,02,24.75,15.6,23.5
WIMMERA @ HORSHAM,415200,03,4.68,9.6,20.7
WIMMERA @ HORSHAM,415200,04,39.72,7.1,17.7
WIMMERA @ HORSHAM,415200,05,41.85,16.2,14.6
WIMMERA @ HORSHAM,415200,06,1.61,13.6,9.5
MT. WILLIAM CK,415203,07,0,5.8,7.9
MT. WILLIAM CK,415203,08,0,5,14.4
MT. WILLIAM CK,415203,09,0,6.9,14.8
MT. WILLIAM CK,415203,10,53.34,3.5,18.8
MT. WILLIAM CK,415203,11,57.04,2.6,22.4
MT. WILLIAM CK,415203,12,18.37,6,27.7
MT. WILLIAM CK,415203,01,0,10,21
MT. WILLIAM CK,415203,02,0,11.4,20.9
MT. WILLIAM CK,415203,03,0,14.2,18.3
MT. WILLIAM CK,415203,04,0,9.6,19.9
MT. WILLIAM CK,415203,05,0,8.7,11.1
MT. WILLIAM CK,415203,06,0,5,8
WIMMERA @ EVERSLEY,415207,07,7.43,8.5,7
WIMMERA @ EVERSLEY,415207,08,5.16,12.2,7.2
WIMMERA @ EVERSLEY,415207,09,4.31,10,11.3
WIMMERA @ EVERSLEY,415207,10,2.23,8,14.7
WIMMERA @ EVERSLEY,415207,11,0.22,7.1,14.9
WIMMERA @ EVERSLEY,415207,12,0.45,8.1,18.5
WIMMERA @ EVERSLEY,415207,01,0.06,6.8,20.4
WIMMERA @ EVERSLEY,415207,02,0,7.4,19.6
WIMMERA @ EVERSLEY,415207,03,0.04,7.8,20.8
WIMMERA @ EVERSLEY,415207,04,0.12,8.9,14
WIMMERA @ EVERSLEY,415207,05,0.18,6.5,9.8
WIMMERA @ EVERSLEY,415207,06,0.34,155,7.3
CONCONGELLA @STAWELL,415237,12,0.54,13,18.8
WIMMERA @ LOCHIEL,415246,07,37.54,12.7,9.1
WIMMERA @ LOCHIEL,415246,08,31.83,8.6,9.5
WIMMERA @ LOCHIEL,415246,09,28.95,12.9,13.4
WIMMERA @ LOCHIEL,415246,10,6.04,9.9,15.8
WIMMERA @ LOCHIEL,415246,11,49.83,11,19.7
WIMMERA @ LOCHIEL,415246,12,54.4,8.4,22.2
WIMMERA @ LOCHIEL,415246,01,5.1,9.7,24.5
WIMMERA @ LOCHIEL,415246,02,0.27,14.6,25
WIMMERA @ LOCHIEL,415246,03,0.01,8.9,23.4
WIMMERA @ LOCHIEL,415246,04,0,9.4,16
WIMMERA @ LOCHIEL,415246,05,33.64,7.7,12.3
WIMMERA @ LOCHIEL,415246,06,2.98,13.8,9.3
MACKENZIE @ MCKENZIE,415251,07,1.08,19.2,6.2
MACKENZIE @ MCKENZIE,415251,08,0.39,22.6,6.8
MACKENZIE @ MCKENZIE,415251,09,0.9,22.9,11.9
MACKENZIE @ MCKENZIE,415251,10,0.04,48.8,11.7
MACKENZIE @ MCKENZIE,415251,11,0.11,18.7,17.2
MACKENZIE @ MCKENZIE,415251,12,0.29,53.7,21.1
MACKENZIE @ MCKENZIE,415251,01,0,18.9,20
RICHARDSON @ DONALD,415257,07,0.52,10.1,5.1
RICHARDSON @ DONALD,415257,08,0.25,6.5,12.4
RICHARDSON @ DONALD,415257,09,0.16,5.6,13.7
RICHARDSON @ DONALD,415257,10,0,5.4,20.5
RICHARDSON @ DONALD,415257,11,0,39.5,20.8
RICHARDSON @ DONALD,415257,12,0,58.2,19
